Prediction,Score,True_Label,Correct
0,0.0,0,True
1,0.6988839285714286,1,True
1,0.7632812499999999,1,True
0,0.0,0,True
0,0.0,1,False
1,0.696875,1,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
1,0.7703125,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
1,0.6948660714285714,1,True
0,0.0,0,True
0,0.0,0,True
1,0.7703125,1,True
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
1,0.7038194444444444,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
1,0.6916666666666667,1,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
1,0.7703125,1,True
1,0.696875,1,True
0,0.0,0,True
1,0.7038194444444444,1,True
0,0.0,1,False
1,0.69375,1,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
1,0.7703125,1,True
1,0.692578125,0,False
1,0.76796875,1,True
1,0.696875,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
1,0.6923611111111111,0,False
0,0.0,0,True
1,0.69375,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
1,0.6916666666666667,1,True
0,0.0,0,True
0,0.0,1,False
1,0.6916666666666667,1,True
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
1,0.7632812499999999,1,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
1,0.6916666666666667,1,True
0,0.0,1,False
0,0.0,1,False
0,0.0,0,True
1,0.76796875,1,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
1,0.6896484375,0,False
0,0.0,1,False
1,0.7703125,1,True
1,0.6916666666666667,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
1,0.7703125,1,True
1,0.76796875,1,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
1,0.76796875,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
1,0.69375,1,True
0,0.0,1,False
0,0.0,0,True
1,0.69375,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
1,0.7703125,1,True
1,0.6988839285714286,1,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
1,0.7632812499999999,1,True
0,0.0,0,True
0,0.0,1,False
1,0.7038194444444444,1,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,1,False
0,0.0,1,False
1,0.6901315789473684,1,True
1,0.7703125,1,True
1,0.7703125,1,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
0,0.0,0,True
0,0.0,0,True
0,0.0,0,True
0,0.0,1,False
